"date","pr","srad","tmmn","tmmx","vs","vpd"
2012-03-07,0,153.8,266.2,279.2,10.1,0.44
2012-03-08,0,232.8,262.4,282,5.9,0.45
2012-03-09,0,235,266.2,282.8,6.1,0.51
2012-03-10,0,229,266.6,283.5,4.3,0.54
2012-03-11,0,238.5,267.7,285.8,5.3,0.68
2012-03-12,0,244.3,267.8,288.2,4.9,0.84
2012-03-13,0,246.9,268.9,288.7,5.3,0.92
2012-03-14,0,248.3,268.8,288.5,4.4,0.9
2012-03-15,0,246.6,271.1,290.6,2.7,1.04
2012-03-16,0,246.6,270.8,290.3,4.8,0.98
2012-03-17,0,247,272.2,286.8,7.8,0.81
2012-03-18,40,152.4,263.4,279.8,11.4,0.22
2012-03-19,15.8,156.5,261.7,271.2,6.2,0.08
2012-03-20,0,240.6,261.6,278.4,4.1,0.3
2012-03-21,0,250.7,266.3,286,4.1,0.61
2012-03-22,0,258.5,270.2,290.4,3.1,0.87
2012-03-23,0,257.5,271.8,289.7,4.1,0.83
2012-03-24,0,251.4,271.8,291.5,4.3,0.95
2012-03-25,0,252,273.6,290.1,6.3,0.95
2012-03-26,0,265.3,270.6,286.3,8.1,0.61
2012-03-27,0,271,268.7,290.1,3.8,0.86
2012-03-28,0,269.6,271.2,290.7,4.4,0.97
2012-03-29,0,269.4,271.8,290.6,3.6,0.94
2012-03-30,0,269.4,273.1,293.1,3.1,1.12
2012-03-31,0,271.9,274.4,292.8,5.5,1.05
2012-04-01,0,289,271.2,284.7,9.2,0.59
2012-04-02,0,269.3,265.7,279.4,6.8,0.42
2012-04-03,0,289.9,266.2,286.6,3.9,0.68
2012-04-04,0,287.6,269.7,291,4.3,0.97
2012-04-05,0,261.1,271.9,289.3,5.8,0.87
2012-04-06,0,304.4,270.6,288.6,6.7,0.92
2012-04-07,0,286.6,269.2,291.2,4.4,1.18
2012-04-08,0,294.7,275.2,293.7,3.9,1.42
2012-04-09,0,290.2,275.3,294.1,4.5,1.37
2012-04-10,0,290.9,274.9,293.9,5.2,1.35
2012-04-11,0,299.5,272.7,286.9,8.5,0.74
2012-04-12,0,307.7,267.1,284.2,6.1,0.46
2012-04-13,0,139,268.4,282,5.3,0.54
2012-04-14,14.4,196.8,265.6,277.9,9.5,0.3
2012-04-15,0.6,263.6,264.1,283.5,4.8,0.4
2012-04-16,0,309.3,269.4,288.3,3.5,0.74
2012-04-17,0,310.9,272.7,292.2,3,1.08
2012-04-18,0,310.3,276.1,294.1,3.3,1.34
2012-04-19,0,311,274.9,294.3,5,1.31
2012-04-20,0,313.3,276.2,295.2,4.3,1.33
2012-04-21,0,314.2,277.7,298.1,2.4,1.69
2012-04-22,0,315.4,280.9,299.3,2.6,1.89
2012-04-23,0,315.9,282.3,299.5,3.5,2.01
2012-04-24,0,317.8,276.7,296.3,5.1,1.42
2012-04-25,0,252.1,277.8,296.6,4.2,1.62
2012-04-26,13.2,211.2,274.9,289.8,7.6,0.88
2012-04-27,0,319.2,270.7,291.8,4.2,0.82
2012-04-28,0,287.4,273.9,291.3,2.8,0.94
2012-04-29,0,325.7,276.4,293.1,2.2,1.19
2012-04-30,0,327.3,275.7,293.7,3.8,1.26
2012-05-01,0,324.1,274.9,293,6.1,1.07
2012-05-02,0,333.3,274.3,293.2,5.9,1.07
2012-05-03,0,334.3,273.6,293.8,5.9,1.11
2012-05-04,0,341.2,274.3,294.3,6.3,1.24
2012-05-05,0,336.6,274.2,293.5,5.5,1.3
2012-05-06,0,332.8,274.4,292.5,4.2,1.25
2012-05-07,0,346.1,273.8,291.4,4.6,1.19
2012-05-08,0,341.5,272.9,292.5,2.6,1.28
2012-05-09,0,334.4,275.3,294,3.1,1.27
2012-05-10,0,339.2,277,296.6,3.4,1.43
2012-05-11,0,344.5,276.8,295.7,5.1,1.39
2012-05-12,0,348.1,275.5,296.4,4,1.56
2012-05-13,0,351.1,278.6,297.1,3.5,1.76
2012-05-14,0,354.4,275.7,296.3,4.9,1.6
2012-05-15,0,349.2,277.8,298.2,5,1.76
2012-05-16,0,349.6,279.6,298,6.1,1.76
2012-05-17,0,351.1,278.5,298.8,4.8,1.91
2012-05-18,0,352.6,279.7,293.9,9,1.37
2012-05-19,0,352.7,276.1,294.7,3.3,1.41
2012-05-20,0,353,277.5,298.9,2.8,1.81
2012-05-21,0,359.8,281.6,300.9,3.2,2.21
2012-05-22,0,358.1,279.5,300.4,5.3,2.09
2012-05-23,0,350,279.1,297.1,7.9,1.69
2012-05-24,0,349.2,277.4,295.9,7.2,1.33
2012-05-25,0,352.8,277.5,293.6,11.5,1.1
2012-05-26,0,358.3,273.3,287.1,12,0.69
2012-05-27,0,364.1,269,289.9,3,0.99
2012-05-28,0,363.5,272.4,295.3,2.7,1.44
2012-05-29,0,364.4,274.9,297.6,4.8,1.72
2012-05-30,0,362.6,276.2,298,3.5,1.73
2012-05-31,0,360.4,278.1,301.2,4,2.15
2012-06-01,0,352.5,282.7,303.5,2.8,2.6
2012-06-02,0,352.9,280.5,301.3,5.6,2.22
2012-06-03,0,358.8,277.7,301,4.5,2.07
2012-06-04,0,355.3,276.9,299.1,5.6,1.84
2012-06-05,0,350.8,277.8,297.5,7,1.54
2012-06-06,0,353.7,275.3,298.8,5.9,1.7
2012-06-07,0,354.1,275.9,299.4,5,1.85
2012-06-08,0,353.4,277.5,300.4,5.7,1.95
2012-06-09,0,356.5,277.8,299.2,7,1.87
2012-06-10,0,351.8,276.8,298.1,5.5,1.68
2012-06-11,0,350.1,278,300.2,4.4,1.85
2012-06-12,0,356.5,280.1,301.3,3.6,2.08
2012-06-13,0,355.1,279.2,301.2,4.7,2.13
2012-06-14,0,354.9,278.6,300,4.9,1.93
2012-06-15,0,355.7,278.4,298.9,4.4,1.78
2012-06-16,0,350.7,279.3,301.1,3.1,2.08
2012-06-17,0,348,282.2,303.3,3.2,2.34
2012-06-18,0,351.7,282.1,303.4,5.4,2.36
2012-06-19,0,358.5,280.3,302.1,5.6,2.27
2012-06-20,0,352,281.1,304.7,3.3,2.58
2012-06-21,0,355.2,285.3,305,3.4,2.81
2012-06-22,0,351.8,281.3,303.3,6.3,2.31
2012-06-23,0,349,280.9,304.4,5.8,2.4
2012-06-24,0,343.1,282.1,304.3,4.5,2.41
2012-06-25,0,339,282.3,302.8,4.7,1.97
2012-06-26,0,338.2,282.5,303,4.6,1.99
2012-06-27,0,336.3,283.2,304.5,4.4,2.25
2012-06-28,0,339.4,283.9,305.1,4.3,2.26
2012-06-29,0,341.3,283.8,305,4,2.32
2012-06-30,0,337.8,284.2,305,3.9,2.51
2012-07-01,0,300,284.5,304.1,4.7,2.42
2012-07-02,0,249.8,284.4,302.9,4.1,2.2
2012-07-03,0,266.4,284.6,302.2,4,1.97
2012-07-04,0,222,283.2,297.4,4.8,1.19
2012-07-05,0,297.1,280,299.6,4.3,1.16
2012-07-06,0,298.2,282,301.5,3.3,1.73
2012-07-07,0,295.7,286.2,304.2,2.6,2.38
2012-07-08,0.6,230.5,287.1,303.4,3.6,2.35
2012-07-09,0.4,264.1,286.1,304.3,2.4,2.24
2012-07-10,0.3,288,288.2,305.9,2.4,2.66
2012-07-11,0.3,271.2,286.8,304.4,2.7,2.24
2012-07-12,14.9,235.5,286.3,301.3,3.2,1.75
2012-07-13,2.9,251.8,285.8,300.3,3.6,1.39
2012-07-14,13.1,214.2,283.7,298.9,3.7,1.01
2012-07-15,7.5,273.4,281.9,299.1,2.9,0.98
2012-07-16,28.4,286.7,284.3,299.3,3.6,1.08
2012-07-17,0,294.8,282.3,299.3,4.4,1.31
2012-07-18,0,294.3,281.8,301.4,3.2,1.83
2012-07-19,0,194.3,286.2,302,2.8,2.1
2012-07-20,4.6,260.3,285.5,302.8,2.1,1.96
2012-07-21,9.5,232.3,285.7,299.9,2.9,1.43
2012-07-22,8.5,267.5,283.6,302,2.6,1.55
2012-07-23,2.8,225.6,285,299.5,2.4,1.24
2012-07-24,13.3,211.5,285.5,297.6,3.5,0.97
2012-07-25,0,282.5,283.7,300.8,3.4,1.24
2012-07-26,0,281.4,284.3,302.4,3.3,1.78
2012-07-27,0,282.4,285.4,302.7,2.6,1.81
2012-07-28,7.1,257.9,287.1,302.1,1.6,1.73
2012-07-29,4.3,234.9,285.2,299,2.4,1.19
2012-07-30,0.7,275.7,283.7,299.6,2.8,1.1
2012-07-31,3.3,258.5,282.6,299.1,2.7,1.04
2012-08-01,0,265.6,282.3,298.7,2.8,0.89
2012-08-02,0,264.6,282.9,299.9,3.2,1.17
2012-08-03,3.2,261.7,284,300.8,3,1.35
2012-08-04,0,261.9,284.2,301.7,2.5,1.6
2012-08-05,1.6,218.5,285.1,300.9,2.2,1.56
2012-08-06,6.1,234.3,286.4,302.1,2,1.6
2012-08-07,0,255.5,286.8,303.1,1.6,1.73
2012-08-08,1.5,256.7,288,304.4,1.8,2.16
2012-08-09,1,260.5,288.4,303.3,2.2,2.04
2012-08-10,0,263.1,286.4,304,2.4,2.22
2012-08-11,2.7,241.5,286.5,303.1,3.6,2.03
2012-08-12,2.1,232.1,285.6,303.2,2.7,1.95
2012-08-13,0,254,286.8,304.2,2.4,2.1
2012-08-14,0,245,287.3,302.9,2.7,1.95
2012-08-15,0.9,229.2,285.9,301.9,2.9,1.81
2012-08-16,10.4,214.1,285,301.8,3.3,1.53
2012-08-17,1.7,233.3,285.2,298.3,2.2,0.91
2012-08-18,2.1,201.1,283,298.7,2.9,0.74
2012-08-19,22.1,245,284.2,301.6,3.1,1.14
2012-08-20,1.8,224.1,284.7,301.1,3.3,1.12
2012-08-21,0.5,218.7,284.9,300.2,3.5,0.93
2012-08-22,1.5,217.8,284.3,297.4,2.9,0.83
2012-08-23,18.7,213.2,283.9,295.1,4.2,0.51
2012-08-24,14.4,234.2,282.1,296.5,3.9,0.59
2012-08-25,0.7,228.9,283,298.3,3,0.75
2012-08-26,2.3,198.6,283,298.4,3,0.94
2012-08-27,5.6,221.7,284.4,300.7,2.7,1.34
2012-08-28,0,238.3,286.3,300.4,1.9,1.44
2012-08-29,0,237.9,285,301,2.4,1.57
2012-08-30,0,223.3,284.8,300.7,2.6,1.55
2012-08-31,2.5,233.6,282.7,300.2,3.7,1.25
2012-09-01,0.4,246.1,282.9,300,4.2,1.07
2012-09-02,0,192,284.2,299.8,2.9,1.11
2012-09-03,0,239.6,285.2,300.7,2.9,1.4
2012-09-04,9.4,200.3,283.8,298.8,2.8,1.14
2012-09-05,0,260.4,283.6,300.5,2.4,1.41
2012-09-06,0.7,252.6,284.1,300.5,3.1,1.32
2012-09-07,4.1,208.5,283.4,297.7,2.9,0.9
2012-09-08,0,240.3,284.5,299.5,3.9,1.32
2012-09-09,0,250.3,281.8,298.1,3.1,1.2
2012-09-10,2.9,217,282.5,297.7,3.4,1.05
2012-09-11,12.8,155.1,281.1,291.5,3.7,0.43
2012-09-12,0.9,238.2,278.5,295.4,1.4,0.66
2012-09-13,0,253.2,279.6,296,4.7,1.06
2012-09-14,0,256.7,277.6,294.4,6.2,1.01
2012-09-15,0,254.3,278.2,296.9,3.7,1.35
2012-09-16,0,253.1,279.7,297.5,2.6,1.49
2012-09-17,0,249.4,278.9,296.1,3.9,1.3
2012-09-18,0,249.9,280.5,297.9,2.2,1.57
2012-09-19,0,246.7,281.8,298.2,1.3,1.65
2012-09-20,0,242,282.4,298.1,1.8,1.65
2012-09-21,0,241.1,282.1,298.9,2.1,1.7
2012-09-22,0,233,282.4,299.4,2,1.75
2012-09-23,0,171.4,284.7,298.6,2.7,1.73
2012-09-24,0.4,183.4,282.4,296,3.1,1.38
2012-09-25,0,233.8,279.4,295.3,6.2,1.21
2012-09-26,0,230.7,276.9,294.6,4.1,1.07
2012-09-27,0,230.6,278,295.2,2.8,1.09
2012-09-28,0,228.2,279.5,296.5,2.1,1.32
2012-09-29,0,225.5,279.2,296.9,2.5,1.32
2012-09-30,0,226.6,279.1,296.9,4.3,1.41
2012-10-01,0,233.2,278.6,297.7,4.9,1.58
2012-10-02,0,231.2,281,298.9,2.9,1.75
2012-10-03,0,228,280.2,298.5,4.8,1.7
2012-10-04,0,226.7,278.9,295.7,5.6,1.39
2012-10-05,0,222.5,276.3,295.1,4.6,1.21
2012-10-06,0,198.5,277.4,294.3,4,1.17
2012-10-07,0,220,276.5,293.9,2.9,1.15
2012-10-08,0,218.5,275.7,294,3.7,1.08
2012-10-09,0,216.7,275.4,294.1,4.2,0.98
2012-10-10,0,217.6,277.1,293.8,3.9,0.97
2012-10-11,3.5,195.6,274.6,292.3,5.3,0.91
2012-10-12,12.7,186.6,272.6,285.1,5.9,0.32
2012-10-13,0,208,269.3,289.4,3.2,0.59
2012-10-14,0,207.8,274.4,292.4,4.6,0.85
2012-10-15,0,210.6,275.6,294.2,3.3,1.07
2012-10-16,0,206.5,278.6,295.8,1.7,1.39
2012-10-17,0,204.4,277.6,295.1,3.6,1.32
2012-10-18,0,204.8,276.7,293.7,2.2,1.28
2012-10-19,0,203.9,275.2,295.8,2.6,1.37
2012-10-20,0,198.3,276.1,292.5,3.8,1.12
2012-10-21,0,193.3,275,290.8,5.4,0.62
2012-10-22,0,191.6,273.9,290,5.9,0.51
2012-10-23,0,190.7,273.9,290.4,5.9,0.57
2012-10-24,0,191.9,273.6,288.8,6.6,0.62
2012-10-25,0,191.2,268.7,287.7,4.1,0.75
2012-10-26,0,193.1,269.9,285,6.7,0.67
2012-10-27,0,189.1,269,291.3,3.3,1.02
2012-10-28,0,187.2,272.5,292.9,2.3,1.16
2012-10-29,0,185.4,276.4,293.6,1.6,1.27
2012-10-30,0,183.8,276.1,293,1.9,1.26
2012-10-31,0,182.3,276.6,293.6,2,1.32
2012-11-01,0,180.8,275.2,292,3.3,1.18
2012-11-02,0,171.4,274.4,289.7,3.5,0.94
2012-11-03,0,174.3,273.6,290.1,1.9,0.87
2012-11-04,0,173.7,273.4,291.9,3,1.05
2012-11-05,0,171.2,273.8,293,3.7,1.17
2012-11-06,0,172.2,274.4,293.3,3,1.18
2012-11-07,0,170.7,276.9,293.3,2.3,1.28
2012-11-08,3,159.8,274.8,290.1,5.3,0.95
2012-11-09,4.6,127.5,273.6,283.9,9.3,0.33
2012-11-10,9.3,152.4,265.4,278,8.5,0.17
2012-11-11,0,167.6,263.3,276,3.9,0.28
2012-11-12,0,164.2,264.6,283.2,4.9,0.63
2012-11-13,0,165,267.4,285.5,4.3,0.77
2012-11-14,0,164.5,269.4,288.5,3.7,0.93
2012-11-15,0,138,272.2,289.1,2.2,1.03
2012-11-16,0,150.8,274.4,288.5,3.3,0.85
2012-11-17,0,151.4,272.7,286.2,4.1,0.6
2012-11-18,0,152.3,271.2,285.5,4.2,0.42
2012-11-19,0,154.6,269.6,286.7,2.5,0.51
2012-11-20,0,152.7,270.1,289.6,2.2,0.86
2012-11-21,0,150.1,272.9,289.3,2.8,0.83
2012-11-22,0,148.6,271.6,289.4,2.3,0.82
2012-11-23,0,148.2,272,290,3.5,0.9
2012-11-24,0,147.7,272.8,290.8,2.4,0.99
2012-11-25,0,146.4,272.9,288.4,3,0.84
2012-11-26,0,146,271,287.1,2.4,0.78
2012-11-27,0,146,270.1,288.1,3.2,0.81
2012-11-28,0,142.2,272.3,288,3.6,0.8
2012-11-29,0,139.1,271.1,287.1,3.9,0.6
2012-11-30,0,139.1,270.6,287.8,4.2,0.55
2012-12-01,0,142.3,271.6,289,3.7,0.68
2012-12-02,0,139.6,271,288.2,4.1,0.68
2012-12-03,0,139.5,271.6,286.5,4.4,0.47
2012-12-04,0,137.7,271.7,289.3,2.5,0.66
2012-12-05,0,139.5,273.6,292.1,3.1,1
2012-12-06,0,136.5,273,288.2,3.8,0.82
2012-12-07,0,138.3,271.6,286.2,2.5,0.56
2012-12-08,0,139.7,268.8,285.7,2.7,0.64
2012-12-09,0,139.5,266.1,282.6,4.8,0.5
2012-12-10,0,139.9,261.2,281.9,4.6,0.52
2012-12-11,0,139.2,264.3,281.5,3.3,0.47
2012-12-12,0,138.9,266.9,283.7,4.4,0.64
2012-12-13,0,122.5,267.9,282.2,6.5,0.49
2012-12-14,37.4,110.2,266.3,277.6,8.8,0.11
2012-12-15,49.7,76,265.7,274.3,7,0.05
2012-12-16,0,129.8,265.2,277,4.2,0.17
2012-12-17,0,134.4,265.1,280.6,3.7,0.3
2012-12-18,0,117.8,266.3,280.4,4.9,0.24
2012-12-19,21.1,140.9,261.7,275.4,8,0.1
2012-12-20,0,138.3,262,279.9,4.3,0.49
2012-12-21,0,138.9,266.3,284.5,3.6,0.7
2012-12-22,0,120.5,268.7,283.8,3.3,0.59
2012-12-23,0,137.2,266.2,282.5,3.6,0.49
2012-12-24,8.5,79.8,266.3,277.5,5.7,0.31
2012-12-25,0.4,126.2,261.9,276.1,5.4,0.24
2012-12-26,2,130,265.4,278.6,5,0.47
2012-12-27,1.6,81.8,262.4,273.4,4.4,0.14
2012-12-28,0,142.3,260.7,274,3.4,0.2
2012-12-29,0,139.5,259.4,277.3,4.1,0.3
2012-12-30,5.2,109.9,264.7,277.1,5,0.29
2012-12-31,4.6,78.8,261.3,272.3,4.3,0.05
2013-01-01,1.5,136.8,259.7,273.7,2.7,0.17
2013-01-02,0,140.1,259.5,275.2,6.3,0.26
2013-01-03,0,140.7,259.5,272.2,7,0.19
2013-01-04,0,138.9,258.2,275.7,4.6,0.26
2013-01-05,0,140,263,278.6,1.1,0.42
2013-01-06,0,134.8,263.9,281.2,4.3,0.49
2013-01-07,0,136.8,263.1,277.5,4.3,0.29
2013-01-08,0,139.6,263,280.1,5.1,0.4
2013-01-09,0,141.5,266.3,282.5,5.2,0.46
2013-01-10,0,115.2,267.5,280.5,6.4,0.45
2013-01-11,4.2,140.6,259,273.2,7.6,0.13
2013-01-12,0,120.9,256.6,269.3,3,0.17
2013-01-13,0,147.7,255.4,269.4,3.5,0.15
2013-01-14,0,98.9,253.9,266.4,3.6,0.1
2013-01-15,0,148,253,268.9,6.4,0.14
2013-01-16,0,147.1,258.2,273.9,6.3,0.2
2013-01-17,0,148.9,261.9,276.6,4.9,0.24
2013-01-18,0,151.8,263.2,279.4,4.1,0.32
2013-01-19,0,154.4,264.8,280.4,4.2,0.37
2013-01-20,0,156.5,265.2,282,3.5,0.46
2013-01-21,0,155.3,265.5,281.3,4.4,0.42
2013-01-22,0,157.1,267.2,285.1,3.5,0.61
2013-01-23,0,156.4,270.5,287.6,2.5,0.78
2013-01-24,2.8,60,273.1,283.3,4,0.44
2013-01-25,3.9,101.8,271.9,285.6,2.4,0.27
2013-01-26,42.5,63.1,273.1,281.4,4.7,0.05
2013-01-27,17,126.2,270.5,281.6,6.8,0.11
2013-01-28,38.3,133.7,265.5,276.2,6.9,0.05
2013-01-29,2.3,116.4,260.3,272.5,5.1,0.13
2013-01-30,0,163,264,280.2,4.8,0.39
2013-01-31,0,166.1,265.7,283.2,3.7,0.46
2013-02-01,0,172.4,267,285.5,3.1,0.59
2013-02-02,0,162.2,268.8,285.5,3.3,0.64
2013-02-03,0,65.2,270.6,282.5,2.8,0.48
2013-02-04,0,173,268.3,284,2.5,0.37
2013-02-05,0,174.7,267.9,286.4,2.8,0.58
2013-02-06,3.1,164.3,269.6,283.5,3.2,0.39
2013-02-07,0,178.3,268.8,282.7,2.7,0.36
2013-02-08,0,177.9,267.4,280.3,7.1,0.33
2013-02-09,15.6,102.6,264.1,272.7,8,0.13
2013-02-10,12.3,102.2,264.4,274,6.7,0.19
2013-02-11,11.7,126.4,262.5,272.7,3.5,0.11
2013-02-12,0,190.7,260.6,275.6,3.6,0.23
2013-02-13,0,189.4,262.8,279.6,4.1,0.38
2013-02-14,0,191.9,265.1,281.2,4.6,0.41
2013-02-15,0,197.5,266.3,281.9,6.8,0.49
2013-02-16,0,200.1,266.2,285.9,5,0.72
2013-02-17,0,199.4,269.9,284,4.7,0.68
2013-02-18,0,201.5,267.1,283.1,3.6,0.57
2013-02-19,0,200,267.7,282.1,5,0.52
2013-02-20,23.6,154.5,264.4,274.6,6.7,0.15
2013-02-21,2.7,108.8,264.2,274.4,6,0.11
2013-02-22,0,207.7,261.9,277.1,3.7,0.23
2013-02-23,0,208.8,264.2,280.4,3.9,0.42
2013-02-24,0.4,133.1,263,272.2,6.3,0.19
2013-02-25,0,216.1,260.7,279.5,5,0.41
2013-02-26,0,218.2,264.1,278.6,4.6,0.4
2013-02-27,0,221.2,262.4,277.4,5.9,0.38
2013-02-28,0,223.4,262.6,280.5,5.7,0.48
2013-03-01,0,218,266.6,285.1,5.1,0.67
2013-03-02,0,222.7,269.2,289.4,3.8,0.81
2013-03-03,0,183.9,271.5,287.9,5,0.78
2013-03-04,0,216.5,271,284.7,5.4,0.61
2013-03-05,0,217.2,268.9,287.3,3.2,0.69
2013-03-06,0,225.2,269.9,287.3,5.3,0.67
2013-03-07,0,231.3,269.1,286.3,5.5,0.65
2013-03-08,35.3,142.9,267,278,6.9,0.22
2013-03-09,9.2,166.7,264.6,275.5,7.7,0.12
2013-03-10,0.5,235.4,267.1,280.9,5.8,0.31
2013-03-11,0,239.9,267.7,286.3,3.5,0.68
2013-03-12,0,237.8,270.1,288,3.5,0.78
2013-03-13,0,239.8,272.4,290.4,3.6,0.87
2013-03-14,0,244.3,273.7,293.2,4.3,1.08
2013-03-15,0,239.7,276.5,294.5,3.2,1.32
2013-03-16,0,227.9,274.5,290.7,5.1,0.95
2013-03-17,0,251.2,273.8,289.4,5.7,0.89
2013-03-18,0,249.8,271.2,289,4.6,0.93
2013-03-19,0,232.9,271.9,288.4,3.8,0.82
2013-03-20,0,240.5,271.8,289.4,4.4,0.85
2013-03-21,0,252.6,273,289.8,5,0.86
2013-03-22,0,251.7,271.9,288.1,4.1,0.84
2013-03-23,0,267.7,268.7,282.6,6,0.64
2013-03-24,0,263.2,266.6,284.5,3.6,0.74
2013-03-25,0,262.3,267.5,286.7,3.1,0.77
2013-03-26,0,255.7,271.4,289.6,4.8,0.94
2013-03-27,0,251.4,271.3,289.9,5.7,0.95
2013-03-28,0,208.1,272,288.6,5.1,0.84
2013-03-29,0,265.9,272,291.3,2.8,0.95
2013-03-30,0,201.7,275.8,291.3,2.5,1.03
2013-03-31,0,270.9,273.4,291.3,3.8,0.94
2013-04-01,0,284.5,272.5,288.7,5.9,0.75
2013-04-02,0,283,269.6,286.9,5,0.67
2013-04-03,0,290.8,271.4,289,4.2,0.78
2013-04-04,0,289.8,273.1,291.7,3.4,1.09
2013-04-05,0,291.8,276.4,291.5,5.5,1.05
2013-04-06,0,290.2,273.2,291.3,4.1,0.96
2013-04-07,0,291.7,273,292,4.4,0.95
2013-04-08,3.1,260,273.4,285,10,0.49
2013-04-09,11.7,207.5,269,279.6,6.3,0.29
2013-04-10,0,292.1,265.2,280.8,5.2,0.36
2013-04-11,0,239.3,268,288.1,3.7,0.75
2013-04-12,0,296.2,271.7,289.8,3.4,0.89
2013-04-13,0,301.4,273.4,291.2,4.7,0.98
2013-04-14,0,301.7,273.4,289.8,8.4,0.86
2013-04-15,0,306.2,273.6,287.8,10.5,0.68
2013-04-16,0,310.6,272.3,285.6,12.8,0.55
2013-04-17,0,195.9,267.9,279,7.5,0.35
2013-04-18,0,321.4,263.5,280.7,5.7,0.51
2013-04-19,0,320.3,265.7,287.3,3.8,0.84
2013-04-20,0,317.7,270,290.2,4.6,1.01
2013-04-21,0,318.1,272,292.9,3.5,1.21
2013-04-22,0,317,274.7,294.1,5.5,1.31
2013-04-23,0,320.5,274.5,291.2,5.2,1.05
2013-04-24,0,311.9,272.4,292.1,4.3,1.15
2013-04-25,0,311.4,274.5,288.9,5.5,0.84
2013-04-26,0,322.6,272.5,292,3.6,1.05
2013-04-27,0,325.7,274.7,293.8,3.1,1.31
2013-04-28,0,327.5,276.9,295.9,2.7,1.56
2013-04-29,0,324.3,279.3,298.2,3.3,1.78
2013-04-30,0,328.4,278.6,295.8,6.5,1.53
2013-05-01,0,333.1,275.2,294,5,1.3
2013-05-02,0,345.6,271.5,289.5,8.4,1.02
2013-05-03,0,342.7,271.1,293.8,4.5,1.3
2013-05-04,0,338.8,274.1,294,4.5,1.32
2013-05-05,0,214.5,274.7,289.6,6.4,0.97
2013-05-06,0,286.1,275.9,288.9,6.4,0.76
2013-05-07,0,325.6,272.3,288.3,6.7,0.58
2013-05-08,0,336.7,269.9,288.2,4.9,0.58
2013-05-09,0,335.5,271.8,290.6,3,0.79
2013-05-10,0,337.3,273.2,293,2.7,0.99
2013-05-11,0,339.4,274.9,293.4,4.5,1.12
2013-05-12,0,342.6,275.5,295.9,3.7,1.35
2013-05-13,0,341.8,278.8,298.2,1.9,1.7
2013-05-14,0,319,281.2,299.1,4.2,1.79
2013-05-15,0,345.4,279.9,296.6,6.6,1.49
2013-05-16,0,349.6,277.1,296,6.5,1.44
2013-05-17,0,344.2,276.7,294,6.7,1.27
2013-05-18,0,346.3,274.2,291.9,5.3,1.02
2013-05-19,0,347.5,275.1,293.6,5.2,1.11
2013-05-20,0,353.7,273.7,291.4,4.7,1.07
2013-05-21,0,346.6,274.3,294.9,3.9,1.27
2013-05-22,0,350.3,277.4,296.7,6.5,1.55
2013-05-23,0,353.9,277.4,295.9,7.7,1.44
2013-05-24,0,346.8,275.8,295.6,6.5,1.32
2013-05-25,0,352.2,275.6,295.8,5.8,1.37
2013-05-26,0,353,275.5,295,5.8,1.37
2013-05-27,0,346,275.1,296,4.8,1.45
2013-05-28,0,351.3,275,294.1,6.2,1.23
2013-05-29,0,349.9,275.6,295.1,5.7,1.23
2013-05-30,0,349.8,277.3,296.7,5,1.32
2013-05-31,0,349.6,277.3,299.7,4.1,1.47
2013-06-01,0,348.9,278.8,300.8,4.1,1.9
2013-06-02,0,345.2,281.6,301.4,4,2.09
2013-06-03,0,347.7,279.6,300,5.4,1.86
2013-06-04,0,346.4,278.8,300,4.6,1.83
2013-06-05,0,348.6,279.2,300.4,2.8,1.91
2013-06-06,0,347.5,281.6,302.9,2.7,2.3
2013-06-07,0,349.2,283,303.8,2.9,2.49
2013-06-08,0,349.2,282.9,304.7,4,2.65
2013-06-09,0,347.5,282.6,304.7,4.4,2.57
2013-06-10,0,349.6,282,303.3,5.6,2.39
2013-06-11,0,351.7,281.1,303.1,5.9,2.35
2013-06-12,0,344.3,283.7,304.3,3.1,2.6
2013-06-13,0,333.3,282.7,303,5,2.28
2013-06-14,0,345.9,280.5,302.1,4.7,2.05
2013-06-15,0,341.9,281.2,301,5.6,1.85
2013-06-16,0,347.1,280.5,301.3,5.1,1.9
2013-06-17,0,352.2,280.3,300.7,4.3,1.97
2013-06-18,0,354.9,279.6,301.3,5.2,2.09
2013-06-19,0,357.9,279.3,300.5,6.6,2.01
2013-06-20,0,354,278.7,300.2,6,1.96
2013-06-21,0,350,278.3,300.5,6.1,1.93
2013-06-22,0,350.3,278.6,299.9,5.8,1.9
2013-06-23,0,355.6,278.6,299.5,5.7,1.85
2013-06-24,0,348.1,278.8,298.4,7,1.72
2013-06-25,0,345.9,278.6,300.7,5.9,1.89
2013-06-26,0,349.7,280,302.4,3.9,2.21
2013-06-27,0,349.5,281.8,306.3,3.4,2.71
2013-06-28,0,343.3,286.6,309.3,3.1,3.38
2013-06-29,0,272.6,288.4,305.7,3.2,2.82
2013-06-30,0,321.6,287.7,307.6,3.6,3.05
2013-07-01,0,295.8,287.8,305.9,2.5,2.7
2013-07-02,1.8,289.4,286.5,304.3,4,2.18
2013-07-03,0.9,284.5,286.2,305.5,4,2.19
2013-07-04,0,294.5,286.8,305.4,4.1,2.36
2013-07-05,0,283.3,286.2,303.6,4.6,1.99
2013-07-06,15.2,241.3,286.5,303.4,3.2,1.91
2013-07-07,0,292.8,285.2,304.6,2.6,2.04
2013-07-08,0,264,288,305.2,2.3,2.49
2013-07-09,0,289.1,286.7,306,2.8,2.63
