"date","pr","srad","tmmn","tmmx","vs","vpd"
1979-01-01,0,185.5,259.3,269.8,8,0.26
1979-01-02,0,135.3,257.6,276.3,4.9,0.41
1979-01-03,0,106.7,265.9,281.2,2.7,0.51
1979-01-04,0,135.4,268.4,282.2,3.7,0.55
1979-01-05,3.7,73.7,268.8,280.7,5.2,0.33
1979-01-06,5.4,79.9,267.1,276.2,3.6,0.14
1979-01-07,3.2,124.4,267.3,277.5,1.9,0.21
1979-01-08,0.5,125.5,266.3,278.3,1.3,0.27
1979-01-09,2.8,107.1,267,279.2,3.2,0.28
1979-01-10,3.9,140.1,263.4,276.6,3,0.22
1979-01-11,0.5,131.5,266.3,281.9,3.4,0.44
1979-01-12,2.5,132.4,269.7,280.9,6.7,0.3
1979-01-13,0,144.9,264.3,277,3.8,0.34
1979-01-14,5,99.2,264.3,279.7,5.7,0.44
1979-01-15,4,92.1,267.9,276.1,6,0.2
1979-01-16,25.1,87.1,268.5,277.5,4.6,0.15
1979-01-17,28.6,85.9,269.8,277.1,6.1,0.16
1979-01-18,27.3,83.3,266.5,275.4,5.7,0.15
1979-01-19,12.5,105.8,261.6,273,3.5,0.13
1979-01-20,2.3,154.3,260.8,276.1,4.9,0.28
1979-01-21,1.5,140.9,263.5,279.8,3,0.42
1979-01-22,0,140.4,262.7,276.5,5.1,0.25
1979-01-23,2,157.3,260,274.9,2.7,0.32
1979-01-24,1.8,129.9,262.8,276.6,2.7,0.27
1979-01-25,21.2,105.3,264.9,274.9,5.8,0.11
1979-01-26,9.2,124,259.9,270.9,5.8,0.11
1979-01-27,0,167.5,254.8,270.5,2.5,0.18
1979-01-28,3.8,152.2,256.1,271.1,5.5,0.15
1979-01-29,8.2,154.6,253.4,268.1,5.5,0.09
1979-01-30,0,156.9,252.4,268.2,1.9,0.17
1979-01-31,4.5,95.3,254.5,275.4,4.7,0.2
1979-02-01,12.9,128.2,262,276.7,6.8,0.12
1979-02-02,5.3,165,260.1,276.1,3.3,0.15
1979-02-03,0,154.1,259.3,276.8,2.9,0.22
1979-02-04,0,179.4,257.6,276.8,3.2,0.23
1979-02-05,0,182.4,257.4,275.7,5.5,0.24
1979-02-06,0,181.7,258.2,278,3.9,0.3
1979-02-07,0,183.3,261.3,279.3,2.6,0.31
1979-02-08,0,184.3,265.2,279.8,3.4,0.38
1979-02-09,0,188.6,264.3,282.1,2.2,0.47
1979-02-10,0,189.6,264.8,282.4,2.8,0.48
1979-02-11,0,185,267.9,282.3,2.3,0.53
1979-02-12,0,176.1,269.5,283.4,1.8,0.63
1979-02-13,0,194,270.6,283.8,3.4,0.65
1979-02-14,0,137.3,268.1,282.1,4.6,0.41
1979-02-15,0,174.3,264.7,282.2,2.9,0.34
1979-02-16,0,196.9,264.8,281.6,2.8,0.32
1979-02-17,0,200.9,262.9,280.5,2.3,0.37
1979-02-18,0,200.4,263.2,283.3,2.8,0.49
1979-02-19,8.3,177.5,266.6,283,5.2,0.43
1979-02-20,0,193.4,265.2,281.1,3.1,0.28
1979-02-21,17.2,125,267.3,278.8,7.8,0.17
1979-02-22,5.7,206.9,264.2,278.5,5.6,0.21
1979-02-23,0,140.5,263.7,278.5,5.8,0.23
1979-02-24,0.8,210.1,262.9,281,4,0.38
1979-02-25,0,193.2,264.6,283.7,3.9,0.51
1979-02-26,2.7,162.7,268.2,284.5,3.9,0.48
1979-02-27,0,215.1,265.9,283.2,2.9,0.43
1979-02-28,0,202.5,265.5,281.2,2.6,0.35
1979-03-01,3.4,161.8,266.4,280,6.9,0.26
1979-03-02,10,93.5,265.3,275.8,4.7,0.11
1979-03-03,0,224,264.2,277.1,3.2,0.23
1979-03-04,0,223.8,263.4,280.3,4.3,0.36
1979-03-05,0,226.5,263.7,282,5,0.44
1979-03-06,0,226.3,267.1,284.6,5.4,0.5
1979-03-07,0,227.6,268.3,287.2,3.6,0.6
1979-03-08,0,226.7,273,289.2,2.1,0.75
1979-03-09,0.8,222.4,272,288.3,2.6,0.64
1979-03-10,0,237,269.1,284.4,4.2,0.57
1979-03-11,0,237.3,267.8,286.8,2.3,0.68
1979-03-12,0,241,270.8,286.4,2.2,0.71
1979-03-13,0.3,186.2,271.1,286.5,2.9,0.6
1979-03-14,1.3,215.6,270.3,284.1,2.8,0.44
1979-03-15,0,242.7,268.5,286.4,3.8,0.56
1979-03-16,0,220.3,269.9,283.1,7.5,0.4
1979-03-17,2.2,167.9,267.8,279.9,4.3,0.28
1979-03-18,0.9,161.5,265.7,278.7,3.5,0.21
1979-03-19,9.9,162.1,266.9,278.7,5.3,0.19
1979-03-20,19.1,159.9,268.4,278.9,6.2,0.15
1979-03-21,10,126.5,266.1,275.4,5.7,0.1
1979-03-22,0.7,242.4,264.1,279.8,2.9,0.24
1979-03-23,0,258.4,264.7,281.2,2.3,0.35
1979-03-24,0,265.1,265.1,283.4,2.7,0.48
1979-03-25,0,262.9,266.8,284.7,2.5,0.51
1979-03-26,0,261.2,269.4,286.1,4.3,0.53
1979-03-27,4,128,270.7,281.2,6.7,0.24
1979-03-28,18.3,129,269.9,280.8,8,0.16
1979-03-29,8.6,245.4,265.3,278.7,5.3,0.18
1979-03-30,0,270.2,265.7,282.5,2.8,0.33
1979-03-31,0.3,274.3,265.7,281.5,4.2,0.31
1979-04-01,0,286.7,265.8,282.4,3.3,0.49
1979-04-02,0.8,174.7,266.8,280.3,3.2,0.41
1979-04-03,0,289.4,266.6,281.4,3.1,0.47
1979-04-04,0,291.9,266.1,284.9,3.1,0.6
1979-04-05,0,291.7,268.6,289.6,3.5,0.84
1979-04-06,0,292,271,290.4,5,0.87
1979-04-07,0,291.7,270.6,289.6,4.2,0.8
1979-04-08,0,264.6,272.1,289.4,3.2,0.81
1979-04-09,14,266.5,271.3,286.9,7.1,0.56
1979-04-10,0.7,174.9,265.6,280.2,7.5,0.34
1979-04-11,0,212.2,263.2,279.8,6.1,0.38
1979-04-12,0,284.1,269.1,283.2,5,0.51
1979-04-13,0,300.3,267,289.2,2.1,0.77
1979-04-14,0,302.9,271.5,293.2,2.7,1.04
1979-04-15,0,305.1,273.6,293.1,3.8,1.05
1979-04-16,0,302.3,275.1,292.7,4.6,1.05
1979-04-17,0,302.3,273.5,290.5,7.7,0.84
1979-04-18,0,305,271.2,287.4,8.1,0.61
1979-04-19,0,313.2,268.3,286.8,2.4,0.65
1979-04-20,0,314.8,268.9,290.7,2.9,0.92
1979-04-21,0,312.1,272.9,292.6,3.4,1.07
1979-04-22,0,303.8,273.5,292.7,4.5,1.03
1979-04-23,0,310.9,273.1,291.6,5.4,0.98
1979-04-24,0,304.5,272.1,291.7,5.7,0.97
1979-04-25,0,303.1,272.9,291.8,4.1,0.95
1979-04-26,0,195.9,274.6,290.6,4.1,0.87
1979-04-27,0,317.5,273.1,292.4,3.9,0.94
1979-04-28,0,314.3,274.4,293.4,2.3,1.05
1979-04-29,0,319.7,276.1,293.7,2.4,1.15
1979-04-30,0,320.4,276,290.8,4.9,1.01
1979-05-01,0,297.2,274.4,288.6,6.8,0.79
1979-05-02,1.5,328.9,273.9,285.6,4.9,0.63
1979-05-03,0.5,321.9,271,288.3,3.7,0.61
1979-05-04,0,336,273,291.1,2.5,0.88
1979-05-05,0,336.4,274.9,292.4,5.3,1.02
1979-05-06,0,341,277.5,290.7,9.2,1.05
1979-05-07,4.1,327.2,274.4,288,10.4,0.8
1979-05-08,8.4,244.6,271.6,282.7,11.1,0.42
1979-05-09,7.7,236.4,269.1,280,4.8,0.36
1979-05-10,1.3,333.4,268.1,283.8,3.3,0.49
1979-05-11,0,344.8,268.9,286.8,3.7,0.64
1979-05-12,0,349.4,271.1,288.9,6.1,0.82
1979-05-13,0,351.5,272.9,293.2,3.3,1.16
1979-05-14,0,343.5,278.9,296.1,2.6,1.5
1979-05-15,0,335.3,280,294.9,4,1.35
1979-05-16,0,327.3,278.5,292.7,4.1,1.06
1979-05-17,0,341.6,276,292.4,3.6,0.92
1979-05-18,0,342.7,276.6,293.2,4,1.04
1979-05-19,16.4,317.2,277.9,293.3,2.9,0.93
1979-05-20,9.5,263.8,276.5,286.7,4.2,0.46
1979-05-21,1,341.3,274.3,294,3.1,0.8
1979-05-22,1,331,277.8,297.1,2.3,1.22
1979-05-23,7,326.1,282.3,297.3,3.1,1.42
1979-05-24,7.2,284.5,279.6,293.3,4.6,0.95
1979-05-25,2.8,299.1,278.7,292.4,2.8,0.89
1979-05-26,1.3,294.5,275.7,292.6,2.2,0.8
1979-05-27,1.4,333.1,277.5,292.2,3.2,0.8
1979-05-28,0,344,276.3,292.1,5.2,0.76
1979-05-29,0,350.6,276.5,292.7,5.5,0.88
1979-05-30,0.3,352,276.8,292.5,4.9,0.92
1979-05-31,0,346.4,276.1,294.6,2.4,1.15
1979-06-01,0,339.7,277.3,294.8,2.8,1.24
1979-06-02,2.4,323.6,277.4,295,2.9,1.21
1979-06-03,2.2,324.7,277.5,295.3,2,1.21
1979-06-04,0.5,311.6,277.9,295.5,1.6,1.18
1979-06-05,0,331.7,276.5,297.8,3.5,1.31
1979-06-06,0,339.7,277.8,297.9,6.2,1.31
1979-06-07,0,347,276.2,294.1,7.6,1.01
1979-06-08,2.1,303.5,274.9,291.6,4,0.82
1979-06-09,0,356.8,270.8,291.4,5.7,0.96
1979-06-10,0,352.5,272.8,296.4,4.5,1.32
1979-06-11,0,346.9,278.7,298.7,2.2,1.55
1979-06-12,0,350.1,281.1,300.9,1.5,1.92
1979-06-13,0,346.6,281.2,301.6,4.1,2.01
1979-06-14,0,336.2,282.3,301.8,4.7,1.99
1979-06-15,0,349,280.9,300.4,6.4,1.88
1979-06-16,0,353.5,279.1,297.3,8.2,1.61
1979-06-17,0,357.1,276.5,293.9,9.5,1.3
1979-06-18,0,352.5,273.7,291.5,8.5,1.02
1979-06-19,0,355.9,272.7,293.9,2.5,1.22
1979-06-20,0,354.9,276.8,297.4,3.5,1.57
1979-06-21,0,345.7,277.4,299.7,3.8,1.76
1979-06-22,0,342.9,279.4,299.7,3.6,1.84
1979-06-23,0,351.6,280.5,300.8,2.9,2
1979-06-24,0,353.3,281.1,301.6,3.2,2.07
1979-06-25,0,348.8,282.3,302.7,3.7,2.23
1979-06-26,0,347.8,283.9,304.4,3.2,2.51
1979-06-27,0,347.8,285,304.9,2.6,2.65
1979-06-28,0,343,284.1,305.3,2.4,2.62
1979-06-29,0,257.7,285.9,303.5,2.4,2.42
1979-06-30,0,316.9,284.3,302.4,4.6,2.05
1979-07-01,0.5,278.9,281.8,299.9,5.6,1.54
1979-07-02,0,302.4,279.8,299.5,5.5,1.54
1979-07-03,0,295.6,278.3,298.4,5.4,1.57
1979-07-04,0,306,278.4,299.9,4.4,1.75
1979-07-05,0,305.2,279.3,300,4.4,1.75
1979-07-06,0,305.2,279.7,301.1,4.6,1.85
1979-07-07,0,308.7,280.3,302.2,4.4,2.05
1979-07-08,0,303.2,280.8,303.9,3.8,2.26
1979-07-09,0,307.4,284.2,305.2,2.7,2.59
1979-07-10,0,307.1,283.9,306.1,4.2,2.67
1979-07-11,0,306.6,281.9,303.5,4.6,2.27
1979-07-12,0,304.4,281.4,304.6,3.5,2.32
1979-07-13,0,297.4,282.7,304.3,4.4,2.09
1979-07-14,0,294.6,282.6,304.3,4.1,2.01
1979-07-15,0,235.6,282.5,304.5,3.2,2.12
1979-07-16,1.4,275,284,304.2,3.4,2.07
1979-07-17,0.8,276.4,284.2,304.1,2.2,1.96
1979-07-18,0.9,273.8,286.7,302.4,2.9,1.92
1979-07-19,0.6,290.5,282.2,301.1,3.4,1.53
1979-07-20,5.4,213.3,280.8,296.7,4.4,0.89
1979-07-21,3.6,267,279.7,298.4,3.5,1.05
1979-07-22,0,290.9,281.3,301.3,3.3,1.5
1979-07-23,0,294.1,281.9,301.7,2.8,1.79
1979-07-24,0,291.8,284.4,304.1,2.2,2.12
1979-07-25,0,287.5,284,305,3.3,2.24
1979-07-26,0.6,281.3,283.4,304.8,4.1,2.06
1979-07-27,1.9,279.5,284.1,304.6,3.7,2
1979-07-28,0,278.2,284.3,304.2,4.2,1.94
1979-07-29,2.5,272.7,283.3,303.1,4.5,1.73
1979-07-30,1,285.3,282.3,302.4,4.1,1.53
1979-07-31,0,283.3,283.4,303.1,3.9,1.69
1979-08-01,0,270.4,284.4,302.9,4.1,1.68
1979-08-02,0,269.5,284.7,303.8,4.9,1.86
1979-08-03,0,269.3,284.6,303.2,4.5,1.82
1979-08-04,4.9,265.6,283.9,303.5,4.3,1.71
1979-08-05,5.3,252.4,283.4,301.7,3.2,1.32
1979-08-06,7.2,241.5,283.2,300.9,2.7,1.21
1979-08-07,0.9,254.4,283.4,300.2,2.7,1.14
1979-08-08,0,234.2,282.4,299.3,2.8,1.01
1979-08-09,0,260.2,283.6,303,2.8,1.68
1979-08-10,0,259.1,284.2,303.1,3.2,1.78
1979-08-11,12,246.8,284.6,301.1,3.6,1.3
1979-08-12,13.6,174.2,283,295.1,4,0.58
1979-08-13,0.3,237.3,280,294.7,4,0.58
1979-08-14,0.5,248.9,279.7,297.1,3.2,0.87
1979-08-15,8,176.9,280,293.6,2.4,0.62
1979-08-16,1.7,238.6,278.6,294.7,2.4,0.82
1979-08-17,2.8,245,279.5,295.2,2.6,0.88
1979-08-18,0,254,278.5,294.4,3.4,0.84
1979-08-19,0.3,236.1,277.7,294,3.9,0.81
1979-08-20,0,255.3,277,296,4.1,1.03
1979-08-21,0,256.8,278.3,297.9,3.3,1.36
1979-08-22,0,255.5,280.7,299.6,2.4,1.67
1979-08-23,0,251.9,280.2,300.8,2.5,1.78
1979-08-24,0,238.6,281.2,301.1,2.6,1.78
1979-08-25,0,241.5,283.4,301,3.4,1.8
1979-08-26,0,245.3,282,301.3,4.3,1.75
1979-08-27,0,247.8,282.4,301,3.4,1.82
1979-08-28,0,243.8,281.3,300,5.3,1.47
1979-08-29,0,243.5,279.6,299.2,5,1.3
1979-08-30,0,241.5,280.1,299.9,5.4,1.4
1979-08-31,0,244.3,278.6,299.8,4.6,1.46
1979-09-01,0,272.9,278.8,300.1,4.5,1.56
1979-09-02,0,267.7,280.2,300.6,4.2,1.56
1979-09-03,0,267.3,281.4,301.3,3.8,1.67
1979-09-04,0,268.1,280.4,301.9,4.6,1.81
1979-09-05,0,266.5,280.8,302.2,2.8,1.87
1979-09-06,0,264.1,283.6,303,1.7,2.03
1979-09-07,8.3,244.4,284.5,303.1,2.8,2.04
1979-09-08,2.8,256.2,284.1,302,3.5,1.81
1979-09-09,0,255.9,284.5,301.4,3.8,1.85
1979-09-10,0,250.2,280.8,300.1,2.5,1.57
1979-09-11,0.3,253.8,281.4,301,2.6,1.65
1979-09-12,0,250.1,281.8,301.7,2.4,1.76
1979-09-13,0,245.9,282.9,301.2,3,1.77
1979-09-14,1.1,246.8,279.7,299.4,3.7,1.42
1979-09-15,1.7,234.6,276.3,294.2,4.3,1
1979-09-16,0,242.5,275.6,294.3,3.7,0.81
1979-09-17,0,246.6,275.1,296.4,2.4,1
1979-09-18,0,244.8,275.7,297.4,3,1.1
1979-09-19,0,244.4,278.3,297.2,2.4,1.22
1979-09-20,1.5,243.6,278.5,298.2,1.7,1.38
1979-09-21,0,242.5,280,297.9,1.6,1.4
1979-09-22,0,239.8,279.5,298,1.9,1.43
1979-09-23,0,237.7,279.9,299.3,2,1.54
1979-09-24,0,233.7,280.4,300.4,3.2,1.63
1979-09-25,0,232,280.5,299.8,4.1,1.59
1979-09-26,0,231.3,279.9,299,4.2,1.51
1979-09-27,0,229,279.9,298.1,3.5,1.42
1979-09-28,0,228.6,280.1,298.1,2.2,1.51
1979-09-29,0,226.5,279.9,298.6,2.4,1.53
1979-09-30,0,223.9,279.3,298.9,2.9,1.51
1979-10-01,0,219.3,280.6,299.3,2.7,1.58
1979-10-02,0,211.7,280,298.8,2.8,1.53
1979-10-03,0,222.8,280.1,298.2,2.4,1.56
1979-10-04,0,215.2,280,297.7,2.5,1.51
1979-10-05,0,214.7,278.8,298.7,2.4,1.6
1979-10-06,0,224.8,279.7,299.3,2.4,1.76
1979-10-07,0,222.3,278.1,297.9,4.1,1.49
1979-10-08,0,218,276.6,295.8,4.5,1.18
1979-10-09,0,204.6,277,296.4,2.8,1.3
1979-10-10,0,218.2,278.2,297,1.7,1.41
1979-10-11,0,212,278.7,296.8,2.6,1.42
1979-10-12,0,214.8,275.6,295.6,3,1.25
1979-10-13,0,196.6,274.6,294.4,4.4,1.13
1979-10-14,0,208.7,275.7,291.7,5.1,0.82
1979-10-15,0,208.5,272.9,293.7,3,0.92
1979-10-16,0,206.7,274.7,294.2,2,1.08
1979-10-17,0,161,275.6,292.3,3.4,1.03
1979-10-18,0,201.3,273.1,292.2,5,0.83
1979-10-19,0,195.4,274.2,289.5,8.9,0.44
1979-10-20,18.1,77.2,273.5,283.8,9.4,0.09
1979-10-21,11.5,199.7,270.9,284.6,5.5,0.4
1979-10-22,0,197.8,266.9,288.9,3.2,0.75
1979-10-23,0,183.9,271.3,291.8,2.7,0.96
1979-10-24,0,191.6,274.8,293.5,2.8,1.07
1979-10-25,0,191.5,273.4,294.7,3.9,1.11
1979-10-26,0,190.6,273,293.5,4,1.03
1979-10-27,0,189.3,273.7,290.4,1.8,0.86
1979-10-28,0,187.7,272.4,289.7,4.4,0.84
1979-10-29,1.3,129.4,267,282.1,6.9,0.42
1979-10-30,0,181.8,263,280.5,5,0.37
1979-10-31,0,182.7,266.9,281.9,3.5,0.51
1979-11-01,0,182.8,268.1,281.4,2,0.5
1979-11-02,0,159.8,266.7,282.8,3.3,0.54
1979-11-03,0,173.6,269.7,287,4.7,0.79
1979-11-04,0,176.8,270.6,283.1,6.6,0.55
1979-11-05,0,177.6,267.5,284.6,3.4,0.59
1979-11-06,0,134.4,270.2,287,4.7,0.67
1979-11-07,7.2,126.3,274.7,284.1,6.2,0.27
1979-11-08,11.4,120,272.1,279,6.8,0.2
1979-11-09,0.8,149.8,269,281.7,3.9,0.31
1979-11-10,0,168,268.3,281.6,2.9,0.4
1979-11-11,0,168.3,267.7,283.2,3.9,0.57
1979-11-12,0,166.9,266.8,281.7,4.3,0.52
1979-11-13,0,162.5,267.2,284.2,3.3,0.62
1979-11-14,0,144.4,268.1,284.7,3.9,0.62
1979-11-15,0,135.3,271.5,286.2,3.5,0.69
1979-11-16,0,160.4,269.4,285.5,3.7,0.66
1979-11-17,0,148.5,270.5,285.3,5.7,0.53
1979-11-18,0,155.5,270.1,281.3,5.1,0.38
1979-11-19,3.5,93.2,266.5,277.1,5.7,0.19
1979-11-20,0.7,110.7,262,270.7,4.9,0.13
1979-11-21,0,139,260.1,272.1,4.4,0.17
1979-11-22,0,155.2,259.9,274.1,4.2,0.24
1979-11-23,0,124.2,262.8,277.7,5.3,0.36
1979-11-24,0,143.3,263,279,4.2,0.34
1979-11-25,0,146.4,268.7,283.2,3.8,0.46
1979-11-26,0,143.5,271.1,282.9,6.3,0.51
1979-11-27,0,145.9,268.5,282.8,2.5,0.47
1979-11-28,0,145.7,266.4,278.1,6.1,0.43
1979-11-29,0,139.9,263.9,279.3,4.1,0.45
1979-11-30,0,145.1,261,279.6,4.5,0.46
1979-12-01,0,149.9,260.6,280.2,4.6,0.5
1979-12-02,0,143.3,262.7,284.7,1.8,0.66
1979-12-03,0,142.8,268.8,287.9,3.1,0.88
1979-12-04,0,143.2,268.1,289.9,3,0.91
1979-12-05,0,143.1,270.1,286.8,5.1,0.8
1979-12-06,0,139.2,266.1,285.4,3.2,0.61
1979-12-07,0,137.5,266.7,286.2,2.8,0.6
1979-12-08,0,138,268.9,287.7,1.9,0.74
1979-12-09,0,138,268.9,287.9,1.6,0.73
1979-12-10,0,138.8,269.1,286,4.5,0.68
1979-12-11,0,85.4,266.9,281.6,3.2,0.43
1979-12-12,0,121.6,263.2,280.4,4.1,0.34
1979-12-13,0,141,263.2,281.6,4,0.46
1979-12-14,0,140,262.5,282.4,3.9,0.51
1979-12-15,0,138.8,264.4,286.1,2.8,0.69
1979-12-16,0,138.4,266.9,286.9,4.1,0.76
1979-12-17,0,137.5,266.5,287,3.7,0.76
1979-12-18,0,137,267.6,287.6,3,0.79
1979-12-19,0,93.5,270.2,284.3,4,0.53
1979-12-20,4.9,78.2,269.7,283.2,3.5,0.34
1979-12-21,14.5,90.6,266.8,278.8,6.9,0.13
1979-12-22,5.5,86.5,260.8,273.8,4.1,0.07
1979-12-23,0,139.5,260,274.5,1.9,0.16
1979-12-24,0,131.5,262.6,280.4,2.9,0.42
1979-12-25,0,97,267.3,281.7,3.3,0.4
1979-12-26,9.2,101.4,265.6,278.5,3.5,0.11
1979-12-27,0.6,94.3,263,274.3,3,0.06
1979-12-28,0,140.8,260.6,275.9,3.8,0.17
1979-12-29,0,122.2,260.9,277.3,2.3,0.24
1979-12-30,0,138,262.2,279.4,2.6,0.38
1979-12-31,0,132.1,266.6,278.9,2.8,0.36
1980-01-01,0,122.8,269.2,281.8,1.8,0.43
1980-01-02,0,135.1,265.1,278.4,4.2,0.29
1980-01-03,0,137,263.3,278.4,3.4,0.34
1980-01-04,0,136.1,267.1,282.1,1.3,0.55
1980-01-05,0,138,269.8,283.1,1.9,0.7
1980-01-06,0,111.4,270.3,280.2,3.6,0.5
1980-01-07,0,74.2,269.2,277.1,5.2,0.28
1980-01-08,1.7,78.7,268.4,277.8,4,0.14
1980-01-09,27.1,70.7,268.2,277.5,6.8,0.11
1980-01-10,38.1,75,271,276.1,9.1,0.08
1980-01-11,9.2,59.2,270.7,277.6,6.1,0.1
1980-01-12,0.7,88,271.6,279.6,5.3,0.13
1980-01-13,0,135.2,271.5,283.3,3.2,0.23
1980-01-14,11.5,86.2,273,281.5,5.1,0.19
1980-01-15,8.6,141.2,269.5,280.5,2.8,0.22
1980-01-16,0.4,141.9,269.4,281.4,2.1,0.31
1980-01-17,3,128.4,268.8,281.1,3.9,0.25
1980-01-18,28.6,73.9,270.5,276.2,7.3,0.1
1980-01-19,13.5,74.2,267.7,274.7,2.9,0.13
1980-01-20,2.6,103.4,267.3,275.6,4.5,0.16
1980-01-21,0.8,87.5,267,277.1,4.5,0.17
1980-01-22,0,154,264.6,276.1,4,0.24
1980-01-23,0,157,262.7,277.8,4.5,0.33
1980-01-24,0,158.8,264.7,280.7,3.6,0.45
1980-01-25,0,156.9,267,281,3.5,0.44
1980-01-26,0,157.1,267.1,278.4,5.1,0.31
1980-01-27,0,157.6,267.8,278.6,6.9,0.26
1980-01-28,3.7,102.9,268.9,276,8.1,0.12
1980-01-29,41.1,71.7,270.2,278.4,10.5,0.1
1980-01-30,23.4,101.2,271.7,279.1,3.5,0.16
1980-01-31,0,162.2,268,281.5,2.5,0.26
1980-02-01,0,166,268.6,281.4,3.1,0.32
1980-02-02,0,169.8,267.4,283.3,3.5,0.49
1980-02-03,0,166.4,269.2,285.7,2.7,0.67
1980-02-04,0,170,272.4,286.2,2.9,0.72
1980-02-05,0,173.6,269.2,284.9,3.3,0.57
1980-02-06,0,147.8,271.6,285,3.4,0.58
1980-02-07,0,177.6,266,277.1,3.1,0.27
1980-02-08,0,167,264.9,277.5,4.7,0.24
1980-02-09,0,182.9,264,275.5,4,0.21
1980-02-10,0,189.9,261.4,278.3,3.1,0.36
1980-02-11,0,188.3,264.7,280.3,0.9,0.48
1980-02-12,0.8,176.7,265.1,279.5,2.4,0.36
1980-02-13,18.4,112.9,266.1,279.3,5.6,0.17
1980-02-14,48.1,95.5,271.2,278.3,10.7,0.07
1980-02-15,17.4,109.5,270.7,279.5,6,0.12
1980-02-16,4.6,172.6,267.9,280.5,4,0.18
1980-02-17,12.5,116.6,270.3,280.2,6,0.15
1980-02-18,10.6,81.7,270.7,280.2,7.6,0.1
1980-02-19,33.9,115.8,271.3,279.7,8,0.14
1980-02-20,32.8,118.2,267.8,276.9,9,0.12
1980-02-21,11.2,136.7,266.5,277.2,6.2,0.08
1980-02-22,0,205.2,266.6,279.5,2.7,0.24
1980-02-23,0,206.7,266.7,280.7,1.9,0.33
1980-02-24,0,207.6,266.9,281.6,3.6,0.4
1980-02-25,0,210.2,267.4,282.8,3.8,0.45
1980-02-26,0,213.5,268.8,285.2,3.9,0.58
1980-02-27,0,215.9,270.3,287.9,2.5,0.76
1980-02-28,0,213.7,271.7,287.3,4,0.69
1980-02-29,0,217.5,269.5,284.7,2.5,0.54
1980-03-01,0,219.3,268.9,284,3.9,0.57
1980-03-02,0,189.5,271,285,6.4,0.56
1980-03-03,19,134.1,269.8,279.7,8.9,0.25
1980-03-04,2.2,214.7,268.2,280.5,5.2,0.25
1980-03-05,0,216.5,266.8,281.8,4.8,0.3
1980-03-06,6.7,146.4,269.5,280,8.8,0.28
1980-03-07,5.1,229.7,266.4,278.4,6.4,0.25
1980-03-08,0,229.1,266.1,280.7,2.7,0.36
1980-03-09,0,234.1,267,282,2.8,0.42
1980-03-10,3.6,177.1,268,284.1,3,0.42
1980-03-11,12,86.6,269.1,278.1,7.2,0.15
1980-03-12,0,239.8,267.5,282.6,3.8,0.37
1980-03-13,0,241.1,267.6,285.5,2.7,0.61
1980-03-14,0,243.1,270,287.2,4.2,0.66
1980-03-15,0,226,269.8,284.4,6.4,0.5
1980-03-16,0,247.9,268.1,282.3,4.9,0.49
1980-03-17,0,257.7,264.7,282.6,5.6,0.56
1980-03-18,0,207.4,267.9,283.5,6.3,0.57
1980-03-19,12.1,178.1,267.5,277.5,4.6,0.23
1980-03-20,1.3,257.1,266.5,283.7,3.2,0.46
1980-03-21,2,256.8,268.3,282.9,7.5,0.46
1980-03-22,5.3,156.6,266.2,277,5.3,0.23
1980-03-23,0,235.6,266,279.4,4.3,0.26
1980-03-24,4.1,223.4,268.7,281.3,3.7,0.35
1980-03-25,7.5,229.5,268.2,279.1,5.6,0.32
1980-03-26,1.5,173.3,268.3,280.8,2.3,0.37
1980-03-27,1.2,246.3,268.6,281,5.2,0.34
1980-03-28,0,251.8,267.2,278.2,6.1,0.32
1980-03-29,0,272.8,266,281.7,3.9,0.48
1980-03-30,3.3,274.2,268,284.2,5.4,0.59
1980-03-31,1.8,270.2,265.1,277.9,3.9,0.34
1980-04-01,4.9,212.5,264.4,280.2,6.4,0.39
1980-04-02,17.4,142.4,265.8,275.4,5.2,0.19
1980-04-03,0.8,292.5,264.5,282.3,1.6,0.42
1980-04-04,0,250.3,267.9,286,3.2,0.62
1980-04-05,0,280.7,270.3,286.3,6.3,0.64
1980-04-06,0,291.9,268.9,286.5,5.6,0.58
1980-04-07,0,295.3,269,285.9,3.8,0.67
1980-04-08,0,298.3,268.7,288.1,3.4,0.81
1980-04-09,0,292.9,269.8,290.4,3.2,0.92
1980-04-10,0,299.4,272.2,290.9,3.3,0.99
1980-04-11,0.3,294.3,268.7,284.6,6.3,0.65
1980-04-12,0.3,303.1,267.7,283.1,7.1,0.54
1980-04-13,0,305.8,268.7,284.6,3.1,0.63
1980-04-14,0,305.5,269.6,289,2,0.86
1980-04-15,0,306.9,272.1,291.9,2.7,1.04
1980-04-16,0,309.9,273.7,293.4,3.1,1.2
1980-04-17,0,313.3,273,294.5,3,1.3
1980-04-18,0,309.1,275.9,295,2.6,1.37
1980-04-19,0,310.2,277.9,296.3,2.8,1.51
1980-04-20,0,293.6,279.3,296.3,4.8,1.47
1980-04-21,0.4,227.4,276.8,290.3,6.4,0.9
1980-04-22,0.5,266.4,273,287.3,7.7,0.69
1980-04-23,0.9,156.8,268.4,280,3.5,0.4
1980-04-24,2.4,280.6,265.3,283.9,5.8,0.44
1980-04-25,2,295,270.7,289.6,4.2,0.68
1980-04-26,0,314.4,273.3,291.5,3.2,0.86
1980-04-27,0,277.1,275.2,292.7,3.7,1.04
1980-04-28,0,296.5,275.7,292,5.4,0.98
1980-04-29,16.6,143.9,271.5,284.1,5.3,0.41
